year,gp,driver,team,finish_position,points,avg_lap_time,fastest_lap,laps_completed,round_number,is_win,is_podium,is_tops,cumulative_points,cumulative_wins,cumulative_podiums,points_momentum,avg_finish_lastN,consistency_score,race_leader_points,points_gap_to_leader
2025,Australian Grand Prix,ALB,Williams,5.0,10.0,0 days 00:01:44.672388888,0 days 00:01:24.597000,57,1,0,0,1,10.0,0,0,10.0,5.0,5.0,25.0,15.0
2025,Japanese Grand Prix,ALB,Williams,9.0,2.0,0 days 00:01:33.723584905,0 days 00:01:31.125000,53,3,0,0,0,12.0,0,0,6.0,7.0,7.0,43.0,31.0
2025,Bahrain Grand Prix,ALB,Williams,12.0,0.0,0 days 00:01:40.663357142,0 days 00:01:37.141000,57,4,0,0,0,12.0,0,0,4.0,8.666666666666666,8.666666666666666,58.0,46.0
2025,Saudi Arabian Grand Prix,ALB,Williams,9.0,2.0,0 days 00:01:35.926666666,0 days 00:01:33.477000,50,5,0,0,0,14.0,0,0,1.3333333333333333,10.0,8.75,70.0,56.0
2025,Emilia Romagna Grand Prix,ALB,Williams,5.0,10.0,0 days 00:01:27.478476190,0 days 00:01:18.289000,63,7,0,0,1,24.0,0,0,4.0,8.666666666666666,8.0,94.0,70.0
2025,Monaco Grand Prix,ALB,Williams,9.0,2.0,0 days 00:01:19.548842105,0 days 00:01:14.597000,76,8,0,0,0,26.0,0,0,4.666666666666667,7.666666666666667,8.8,113.0,87.0
2025,Spanish Grand Prix,ALB,Williams,19.0,0.0,0 days 00:01:25.301777777,0 days 00:01:20.508000,27,9,0,0,0,26.0,0,0,4.0,11.0,10.8,131.0,105.0
2025,Canadian Grand Prix,ALB,Williams,20.0,0.0,0 days 00:01:18.327826086,0 days 00:01:16.197000,47,10,0,0,0,26.0,0,0,0.6666666666666666,16.0,12.4,134.0,108.0
2025,Austrian Grand Prix,ALB,Williams,17.0,0.0,0 days 00:01:20.015200,0 days 00:01:10.641000,15,11,0,0,0,26.0,0,0,0.0,18.666666666666668,14.0,156.0,130.0
2025,British Grand Prix,ALB,Williams,8.0,4.0,0 days 00:01:48.297744680,0 days 00:01:30.047000,52,12,0,0,0,30.0,0,0,1.3333333333333333,15.0,14.6,181.0,151.0
2025,Hungarian Grand Prix,ALB,Williams,15.0,0.0,0 days 00:01:23.468724637,0 days 00:01:20.779000,69,14,0,0,0,30.0,0,0,1.3333333333333333,13.333333333333334,15.8,206.0,176.0
2025,Dutch Grand Prix,ALB,Williams,5.0,10.0,0 days 00:01:22.169111111,0 days 00:01:13.687000,72,15,0,0,1,40.0,0,0,4.666666666666667,9.333333333333334,13.0,213.0,173.0
2025,Italian Grand Prix,ALB,Williams,7.0,6.0,0 days 00:01:24.054000,0 days 00:01:21.368000,53,16,0,0,0,46.0,0,0,5.333333333333333,9.0,10.4,228.0,182.0
2025,Azerbaijan Grand Prix,ALB,Williams,13.0,0.0,0 days 00:01:47.852062500,0 days 00:01:44.152000,51,17,0,0,0,46.0,0,0,5.333333333333333,8.333333333333334,9.6,230.0,184.0
2025,Singapore Grand Prix,ALB,Williams,14.0,0.0,0 days 00:01:39.142409836,0 days 00:01:35.648000,61,18,0,0,0,46.0,0,0,2.0,11.333333333333334,10.8,245.0,199.0
2025,Mexico City Grand Prix,ALB,Williams,12.0,0.0,0 days 00:01:24.014628571,0 days 00:01:20.480000,70,20,0,0,0,46.0,0,0,0.0,13.0,10.2,270.0,224.0
2025,Las Vegas Grand Prix,ALB,Williams,16.0,0.0,0 days 00:01:41.942885714,0 days 00:01:35.184000,35,22,0,0,0,46.0,0,0,0.0,14.0,12.4,270.0,224.0
2025,Abu Dhabi Grand Prix,ALB,Williams,16.0,0.0,0 days 00:01:30.565448275,0 days 00:01:28.367000,58,24,0,0,0,46.0,0,0,0.0,14.666666666666666,14.2,288.0,242.0
2025,Australian Grand Prix,ALO,Aston Martin,17.0,0.0,0 days 00:01:38.517379310,0 days 00:01:28.819000,33,1,0,0,0,0.0,0,0,0.0,17.0,17.0,25.0,25.0
2025,Japanese Grand Prix,ALO,Aston Martin,11.0,0.0,0 days 00:01:34.043698113,0 days 00:01:31.770000,53,3,0,0,0,0.0,0,0,0.0,14.0,14.0,43.0,43.0
2025,Bahrain Grand Prix,ALO,Aston Martin,15.0,0.0,0 days 00:01:40.858357142,0 days 00:01:37.906000,57,4,0,0,0,0.0,0,0,0.0,14.333333333333334,14.333333333333334,58.0,58.0
2025,Saudi Arabian Grand Prix,ALO,Aston Martin,11.0,0.0,0 days 00:01:36.135208333,0 days 00:01:33.009000,50,5,0,0,0,0.0,0,0,0.0,12.333333333333334,13.5,70.0,70.0
2025,Emilia Romagna Grand Prix,ALO,Aston Martin,11.0,0.0,0 days 00:01:27.626174603,0 days 00:01:19.894000,63,7,0,0,0,0.0,0,0,0.0,12.333333333333334,13.0,94.0,94.0
2025,Monaco Grand Prix,ALO,Aston Martin,19.0,0.0,0 days 00:01:20.752833333,0 days 00:01:15.593000,37,8,0,0,0,0.0,0,0,0.0,13.666666666666666,13.4,113.0,113.0
2025,Spanish Grand Prix,ALO,Aston Martin,9.0,2.0,0 days 00:01:24.832409090,0 days 00:01:18.128000,66,9,0,0,0,2.0,0,0,0.6666666666666666,13.0,13.0,131.0,129.0
2025,Canadian Grand Prix,ALO,Aston Martin,7.0,6.0,0 days 00:01:18.909428571,0 days 00:01:15.024000,70,10,0,0,0,8.0,0,0,2.6666666666666665,11.666666666666666,11.4,134.0,126.0
2025,Austrian Grand Prix,ALO,Aston Martin,7.0,6.0,0 days 00:01:12.885942028,0 days 00:01:09.935000,69,11,0,0,0,14.0,0,0,4.666666666666667,7.666666666666667,10.6,156.0,142.0
2025,British Grand Prix,ALO,Aston Martin,9.0,2.0,0 days 00:01:48.271000,0 days 00:01:30.353000,52,12,0,0,0,16.0,0,0,4.666666666666667,7.666666666666667,10.2,181.0,165.0
2025,Hungarian Grand Prix,ALO,Aston Martin,5.0,10.0,0 days 00:01:22.575300,0 days 00:01:20.113000,70,14,0,0,1,26.0,0,0,6.0,7.0,7.4,206.0,180.0
2025,Dutch Grand Prix,ALO,Aston Martin,8.0,4.0,0 days 00:01:22.243861111,0 days 00:01:13.719000,72,15,0,0,0,30.0,0,0,5.333333333333333,7.333333333333333,7.2,213.0,183.0
2025,Italian Grand Prix,ALO,Aston Martin,19.0,0.0,0 days 00:01:26.729250,0 days 00:01:23.757000,24,16,0,0,0,30.0,0,0,4.666666666666667,10.666666666666666,9.6,228.0,198.0
2025,Azerbaijan Grand Prix,ALO,Aston Martin,15.0,0.0,0 days 00:01:47.996375,0 days 00:01:45.002000,51,17,0,0,0,30.0,0,0,1.3333333333333333,14.0,11.2,230.0,200.0
2025,Singapore Grand Prix,ALO,Aston Martin,7.0,6.0,0 days 00:01:38.436032258,0 days 00:01:35.862000,62,18,0,0,0,36.0,0,0,2.0,13.666666666666666,10.8,245.0,209.0
2025,Mexico City Grand Prix,ALO,Aston Martin,18.0,0.0,0 days 00:01:24.903029411,0 days 00:01:21.708000,34,20,0,0,0,36.0,0,0,2.0,13.333333333333334,13.4,270.0,234.0
2025,Las Vegas Grand Prix,ALO,Aston Martin,11.0,0.0,0 days 00:01:39.074740,0 days 00:01:35.629000,50,22,0,0,0,36.0,0,0,2.0,12.0,14.0,270.0,234.0
2025,Abu Dhabi Grand Prix,ALO,Aston Martin,6.0,8.0,0 days 00:01:30.259155172,0 days 00:01:28.279000,58,24,0,0,0,44.0,0,0,2.6666666666666665,11.666666666666666,11.4,288.0,244.0
2025,Australian Grand Prix,ANT,Mercedes,4.0,12.0,0 days 00:01:44.579370370,0 days 00:01:24.901000,57,1,0,0,1,12.0,0,0,12.0,4.0,4.0,25.0,13.0
2025,Japanese Grand Prix,ANT,Mercedes,6.0,8.0,0 days 00:01:33.314226415,0 days 00:01:30.965000,53,3,0,0,0,20.0,0,0,10.0,5.0,5.0,43.0,23.0
2025,Bahrain Grand Prix,ANT,Mercedes,11.0,0.0,0 days 00:01:40.647446428,0 days 00:01:36.690000,57,4,0,0,0,20.0,0,0,6.666666666666667,7.0,7.0,58.0,38.0
2025,Saudi Arabian Grand Prix,ANT,Mercedes,6.0,8.0,0 days 00:01:35.124645833,0 days 00:01:32.396000,50,5,0,0,0,28.0,0,0,5.333333333333333,7.666666666666667,6.75,70.0,42.0
2025,Emilia Romagna Grand Prix,ANT,Mercedes,19.0,0.0,0 days 00:01:23.857818181,0 days 00:01:20.620000,45,7,0,0,0,28.0,0,0,2.6666666666666665,12.0,9.2,94.0,66.0
2025,Monaco Grand Prix,ANT,Mercedes,18.0,0.0,0 days 00:01:20.563360,0 days 00:01:13.518000,75,8,0,0,0,28.0,0,0,2.6666666666666665,14.333333333333334,12.0,113.0,85.0
2025,Spanish Grand Prix,ANT,Mercedes,18.0,0.0,0 days 00:01:22.074188679,0 days 00:01:18.255000,54,9,0,0,0,28.0,0,0,0.0,18.333333333333332,14.4,131.0,103.0
2025,Canadian Grand Prix,ANT,Mercedes,3.0,15.0,0 days 00:01:18.767171428,0 days 00:01:14.455000,70,10,0,1,1,43.0,0,1,5.0,13.0,12.8,134.0,91.0
2025,Austrian Grand Prix,ANT,Mercedes,19.0,0.0,,,1,11,0,0,0,43.0,0,1,5.0,13.333333333333334,15.4,156.0,113.0
2025,British Grand Prix,ANT,Mercedes,16.0,0.0,0 days 00:02:00.091117647,0 days 00:01:39.336000,23,12,0,0,0,43.0,0,1,5.0,12.666666666666666,14.8,181.0,138.0
2025,Hungarian Grand Prix,ANT,Mercedes,10.0,1.0,0 days 00:01:23.027246376,0 days 00:01:20.745000,69,14,0,0,0,44.0,0,1,0.3333333333333333,15.0,13.2,206.0,162.0
2025,Dutch Grand Prix,ANT,Mercedes,16.0,0.0,0 days 00:01:22.178861111,0 days 00:01:13.480000,72,15,0,0,0,44.0,0,1,0.3333333333333333,14.0,12.8,213.0,169.0
2025,Italian Grand Prix,ANT,Mercedes,9.0,2.0,0 days 00:01:24.133716981,0 days 00:01:21.968000,53,16,0,0,0,46.0,0,1,1.0,11.666666666666666,14.0,228.0,182.0
2025,Azerbaijan Grand Prix,ANT,Mercedes,4.0,12.0,0 days 00:01:46.568229166,0 days 00:01:44.091000,51,17,0,0,1,58.0,0,1,4.666666666666667,9.666666666666666,11.0,230.0,172.0
2025,Singapore Grand Prix,ANT,Mercedes,5.0,10.0,0 days 00:01:37.678193548,0 days 00:01:35.303000,62,18,0,0,1,68.0,0,1,8.0,6.0,8.8,245.0,177.0
2025,Mexico City Grand Prix,ANT,Mercedes,6.0,8.0,0 days 00:01:23.470577464,0 days 00:01:20.826000,71,20,0,0,0,76.0,0,1,10.0,5.0,8.0,270.0,194.0
2025,Las Vegas Grand Prix,ANT,Mercedes,3.0,15.0,0 days 00:01:37.878340,0 days 00:01:33.998000,50,22,0,1,1,91.0,0,2,11.0,4.666666666666667,5.4,270.0,179.0
2025,Abu Dhabi Grand Prix,ANT,Mercedes,15.0,0.0,0 days 00:01:30.549448275,0 days 00:01:28.029000,58,24,0,0,0,91.0,0,2,7.666666666666667,8.0,6.6,288.0,197.0
2025,Australian Grand Prix,BEA,Haas F1 Team,14.0,0.0,0 days 00:01:43.870075471,0 days 00:01:27.603000,57,1,0,0,0,0.0,0,0,0.0,14.0,14.0,25.0,25.0
2025,Japanese Grand Prix,BEA,Haas F1 Team,10.0,1.0,0 days 00:01:33.990792452,0 days 00:01:32.006000,53,3,0,0,0,1.0,0,0,0.5,12.0,12.0,43.0,42.0
2025,Bahrain Grand Prix,BEA,Haas F1 Team,10.0,1.0,0 days 00:01:41.526824561,0 days 00:01:37.303000,57,4,0,0,0,2.0,0,0,0.6666666666666666,11.333333333333334,11.333333333333334,58.0,56.0
2025,Saudi Arabian Grand Prix,BEA,Haas F1 Team,13.0,0.0,0 days 00:01:36.305375,0 days 00:01:33.238000,50,5,0,0,0,2.0,0,0,0.6666666666666666,11.0,11.75,70.0,68.0
2025,Emilia Romagna Grand Prix,BEA,Haas F1 Team,17.0,0.0,0 days 00:01:27.730269841,0 days 00:01:19.521000,63,7,0,0,0,2.0,0,0,0.3333333333333333,13.333333333333334,12.8,94.0,92.0
2025,Monaco Grand Prix,BEA,Haas F1 Team,12.0,0.0,0 days 00:01:20.112315789,0 days 00:01:14.855000,76,8,0,0,0,2.0,0,0,0.0,14.0,12.4,113.0,111.0
2025,Spanish Grand Prix,BEA,Haas F1 Team,17.0,0.0,0 days 00:01:24.915757575,0 days 00:01:18.907000,66,9,0,0,0,2.0,0,0,0.0,15.333333333333334,13.8,131.0,129.0
2025,Canadian Grand Prix,BEA,Haas F1 Team,11.0,0.0,0 days 00:01:19.947898550,0 days 00:01:15.397000,69,10,0,0,0,2.0,0,0,0.0,13.333333333333334,14.0,134.0,132.0
2025,Austrian Grand Prix,BEA,Haas F1 Team,11.0,0.0,0 days 00:01:13.225318840,0 days 00:01:09.960000,69,11,0,0,0,2.0,0,0,0.0,13.0,13.6,156.0,154.0
2025,British Grand Prix,BEA,Haas F1 Team,11.0,0.0,0 days 00:01:48.613659574,0 days 00:01:30.921000,52,12,0,0,0,2.0,0,0,0.0,11.0,12.4,181.0,179.0
2025,Hungarian Grand Prix,BEA,Haas F1 Team,20.0,0.0,0 days 00:01:24.161437500,0 days 00:01:21.989000,48,14,0,0,0,2.0,0,0,0.0,14.0,14.0,206.0,204.0
2025,Dutch Grand Prix,BEA,Haas F1 Team,6.0,8.0,0 days 00:01:22.206847222,0 days 00:01:13.950000,72,15,0,0,0,10.0,0,0,2.6666666666666665,12.333333333333334,11.8,213.0,203.0
2025,Italian Grand Prix,BEA,Haas F1 Team,12.0,0.0,0 days 00:01:24.407792452,0 days 00:01:21.820000,53,16,0,0,0,10.0,0,0,2.6666666666666665,12.666666666666666,12.0,228.0,218.0
2025,Azerbaijan Grand Prix,BEA,Haas F1 Team,12.0,0.0,0 days 00:01:47.843500,0 days 00:01:44.288000,51,17,0,0,0,10.0,0,0,2.6666666666666665,10.0,12.2,230.0,220.0
2025,Singapore Grand Prix,BEA,Haas F1 Team,9.0,2.0,0 days 00:01:38.643451612,0 days 00:01:36.201000,62,18,0,0,0,12.0,0,0,0.6666666666666666,11.0,11.8,245.0,233.0
2025,Mexico City Grand Prix,BEA,Haas F1 Team,4.0,12.0,0 days 00:01:23.373647887,0 days 00:01:20.705000,71,20,0,0,1,24.0,0,0,4.666666666666667,8.333333333333334,8.6,270.0,246.0
2025,Las Vegas Grand Prix,BEA,Haas F1 Team,10.0,1.0,0 days 00:01:38.779560,0 days 00:01:34.519000,50,22,0,0,0,25.0,0,0,5.0,7.666666666666667,9.4,270.0,245.0
2025,Abu Dhabi Grand Prix,BEA,Haas F1 Team,12.0,0.0,0 days 00:01:30.407500,0 days 00:01:28.976000,58,24,0,0,0,25.0,0,0,4.333333333333333,8.666666666666666,9.4,288.0,263.0
2025,Australian Grand Prix,BOR,Kick Sauber,16.0,0.0,0 days 00:01:42.655634146,0 days 00:01:24.192000,46,1,0,0,0,0.0,0,0,0.0,16.0,16.0,25.0,25.0
2025,Japanese Grand Prix,BOR,Kick Sauber,19.0,0.0,0 days 00:01:34.544905660,0 days 00:01:32.034000,53,3,0,0,0,0.0,0,0,0.0,17.5,17.5,43.0,43.0
2025,Bahrain Grand Prix,BOR,Kick Sauber,18.0,0.0,0 days 00:01:40.971571428,0 days 00:01:38.006000,57,4,0,0,0,0.0,0,0,0.0,17.666666666666668,17.666666666666668,58.0,58.0
2025,Saudi Arabian Grand Prix,BOR,Kick Sauber,18.0,0.0,0 days 00:01:37.150893617,0 days 00:01:34.447000,49,5,0,0,0,0.0,0,0,0.0,18.333333333333332,17.75,70.0,70.0
2025,Emilia Romagna Grand Prix,BOR,Kick Sauber,18.0,0.0,0 days 00:01:27.805888888,0 days 00:01:20.630000,63,7,0,0,0,0.0,0,0,0.0,18.0,17.8,94.0,94.0
2025,Monaco Grand Prix,BOR,Kick Sauber,14.0,0.0,0 days 00:01:20.292986842,0 days 00:01:14.884000,76,8,0,0,0,0.0,0,0,0.0,16.666666666666668,17.4,113.0,113.0
2025,Spanish Grand Prix,BOR,Kick Sauber,12.0,0.0,0 days 00:01:24.899560606,0 days 00:01:18.297000,66,9,0,0,0,0.0,0,0,0.0,14.666666666666666,16.0,131.0,131.0
2025,Canadian Grand Prix,BOR,Kick Sauber,14.0,0.0,0 days 00:01:20.008217391,0 days 00:01:15.414000,69,10,0,0,0,0.0,0,0,0.0,13.333333333333334,15.2,134.0,134.0
2025,Austrian Grand Prix,BOR,Kick Sauber,8.0,4.0,0 days 00:01:12.893405797,0 days 00:01:09.247000,69,11,0,0,0,4.0,0,0,1.3333333333333333,11.333333333333334,13.2,156.0,152.0
2025,British Grand Prix,BOR,Kick Sauber,18.0,0.0,0 days 00:02:16.367666666,0 days 00:02:15.202000,4,12,0,0,0,4.0,0,0,1.3333333333333333,13.333333333333334,13.2,181.0,177.0
2025,Hungarian Grand Prix,BOR,Kick Sauber,6.0,8.0,0 days 00:01:22.677142857,0 days 00:01:20.705000,70,14,0,0,0,12.0,0,0,4.0,10.666666666666666,11.6,206.0,194.0
2025,Dutch Grand Prix,BOR,Kick Sauber,15.0,0.0,0 days 00:01:22.380750,0 days 00:01:14.307000,72,15,0,0,0,12.0,0,0,2.6666666666666665,13.0,12.2,213.0,201.0
2025,Italian Grand Prix,BOR,Kick Sauber,8.0,4.0,0 days 00:01:24.203943396,0 days 00:01:22.139000,53,16,0,0,0,16.0,0,0,4.0,9.666666666666666,11.0,228.0,212.0
2025,Azerbaijan Grand Prix,BOR,Kick Sauber,11.0,0.0,0 days 00:01:47.771229166,0 days 00:01:44.930000,51,17,0,0,0,16.0,0,0,1.3333333333333333,11.333333333333334,11.6,230.0,214.0
2025,Singapore Grand Prix,BOR,Kick Sauber,17.0,0.0,0 days 00:01:39.493770491,0 days 00:01:37.126000,61,18,0,0,0,16.0,0,0,1.3333333333333333,12.0,11.4,245.0,229.0
2025,Mexico City Grand Prix,BOR,Kick Sauber,10.0,1.0,0 days 00:01:23.879394366,0 days 00:01:21.121000,71,20,0,0,0,17.0,0,0,0.3333333333333333,12.666666666666666,12.2,270.0,253.0
2025,Las Vegas Grand Prix,BOR,Kick Sauber,17.0,0.0,0 days 00:02:10.427000,0 days 00:02:10.427000,2,22,0,0,0,17.0,0,0,0.3333333333333333,14.666666666666666,12.6,270.0,253.0
2025,Abu Dhabi Grand Prix,BOR,Kick Sauber,11.0,0.0,0 days 00:01:30.491586206,0 days 00:01:29.114000,58,24,0,0,0,17.0,0,0,0.3333333333333333,12.666666666666666,13.2,288.0,271.0
2025,Emilia Romagna Grand Prix,COL,Alpine,16.0,0.0,0 days 00:01:27.723968253,0 days 00:01:20.345000,63,7,0,0,0,0.0,0,0,0.0,16.0,16.0,94.0,94.0
2025,Monaco Grand Prix,COL,Alpine,13.0,0.0,0 days 00:01:20.144171052,0 days 00:01:15.298000,76,8,0,0,0,0.0,0,0,0.0,14.5,14.5,113.0,113.0
2025,Spanish Grand Prix,COL,Alpine,15.0,0.0,0 days 00:01:24.981151515,0 days 00:01:18.353000,66,9,0,0,0,0.0,0,0,0.0,14.666666666666666,14.666666666666666,131.0,131.0
2025,Canadian Grand Prix,COL,Alpine,13.0,0.0,0 days 00:01:19.995739130,0 days 00:01:16.076000,69,10,0,0,0,0.0,0,0,0.0,13.666666666666666,14.25,134.0,134.0
2025,Austrian Grand Prix,COL,Alpine,15.0,0.0,0 days 00:01:13.411376811,0 days 00:01:09.621000,69,11,0,0,0,0.0,0,0,0.0,14.333333333333334,14.4,156.0,156.0
2025,British Grand Prix,COL,Alpine,20.0,0.0,,,1,12,0,0,0,0.0,0,0,0.0,16.0,15.2,181.0,181.0
2025,Hungarian Grand Prix,COL,Alpine,18.0,0.0,0 days 00:01:23.602913043,0 days 00:01:20.827000,69,14,0,0,0,0.0,0,0,0.0,17.666666666666668,16.2,206.0,206.0
2025,Dutch Grand Prix,COL,Alpine,11.0,0.0,0 days 00:01:22.282777777,0 days 00:01:13.049000,72,15,0,0,0,0.0,0,0,0.0,16.333333333333332,15.4,213.0,213.0
2025,Italian Grand Prix,COL,Alpine,17.0,0.0,0 days 00:01:24.841788461,0 days 00:01:22.239000,52,16,0,0,0,0.0,0,0,0.0,15.333333333333334,16.2,228.0,228.0
2025,Azerbaijan Grand Prix,COL,Alpine,19.0,0.0,0 days 00:01:48.800914893,0 days 00:01:46.055000,50,17,0,0,0,0.0,0,0,0.0,15.666666666666666,17.0,230.0,230.0
2025,Singapore Grand Prix,COL,Alpine,16.0,0.0,0 days 00:01:39.430442622,0 days 00:01:37.182000,61,18,0,0,0,0.0,0,0,0.0,17.333333333333332,16.2,245.0,245.0
2025,Mexico City Grand Prix,COL,Alpine,16.0,0.0,0 days 00:01:24.613571428,0 days 00:01:21.342000,70,20,0,0,0,0.0,0,0,0.0,17.0,15.8,270.0,270.0
2025,Las Vegas Grand Prix,COL,Alpine,15.0,0.0,0 days 00:01:39.569142857,0 days 00:01:35.780000,49,22,0,0,0,0.0,0,0,0.0,15.666666666666666,16.6,270.0,270.0
2025,Abu Dhabi Grand Prix,COL,Alpine,20.0,0.0,0 days 00:01:30.903017543,0 days 00:01:27.710000,57,24,0,0,0,0.0,0,0,0.0,17.0,17.2,288.0,288.0
2025,Australian Grand Prix,DOO,Alpine,19.0,0.0,,,1,1,0,0,0,0.0,0,0,0.0,19.0,19.0,25.0,25.0
2025,Japanese Grand Prix,DOO,Alpine,15.0,0.0,0 days 00:01:34.496169811,0 days 00:01:32.685000,53,3,0,0,0,0.0,0,0,0.0,17.0,17.0,43.0,43.0
2025,Bahrain Grand Prix,DOO,Alpine,14.0,0.0,0 days 00:01:41.618263157,0 days 00:01:36.682000,57,4,0,0,0,0.0,0,0,0.0,16.0,16.0,58.0,58.0
2025,Saudi Arabian Grand Prix,DOO,Alpine,17.0,0.0,0 days 00:01:37.136212765,0 days 00:01:33.150000,49,5,0,0,0,0.0,0,0,0.0,15.333333333333334,16.25,70.0,70.0
2025,Australian Grand Prix,GAS,Alpine,11.0,0.0,0 days 00:01:44.889166666,0 days 00:01:25.020000,57,1,0,0,0,0.0,0,0,0.0,11.0,11.0,25.0,25.0
2025,Japanese Grand Prix,GAS,Alpine,13.0,0.0,0 days 00:01:34.134056603,0 days 00:01:31.820000,53,3,0,0,0,0.0,0,0,0.0,12.0,12.0,43.0,43.0
2025,Bahrain Grand Prix,GAS,Alpine,7.0,6.0,0 days 00:01:41.323456140,0 days 00:01:36.531000,57,4,0,0,0,6.0,0,0,2.0,10.333333333333334,10.333333333333334,58.0,52.0
2025,Saudi Arabian Grand Prix,GAS,Alpine,20.0,0.0,,,1,5,0,0,0,6.0,0,0,2.0,13.333333333333334,12.75,70.0,64.0
2025,Emilia Romagna Grand Prix,GAS,Alpine,13.0,0.0,0 days 00:01:27.692428571,0 days 00:01:20.398000,63,7,0,0,0,6.0,0,0,2.0,13.333333333333334,12.8,94.0,88.0
2025,Monaco Grand Prix,GAS,Alpine,20.0,0.0,0 days 00:01:33.944142857,0 days 00:01:18.054000,8,8,0,0,0,6.0,0,0,0.0,17.666666666666668,14.6,113.0,107.0
2025,Spanish Grand Prix,GAS,Alpine,8.0,4.0,0 days 00:01:24.776621212,0 days 00:01:17.896000,66,9,0,0,0,10.0,0,0,1.3333333333333333,13.666666666666666,13.6,131.0,121.0
2025,Canadian Grand Prix,GAS,Alpine,15.0,0.0,0 days 00:01:20.009246376,0 days 00:01:14.993000,69,10,0,0,0,10.0,0,0,1.3333333333333333,14.333333333333334,15.2,134.0,124.0
2025,Austrian Grand Prix,GAS,Alpine,13.0,0.0,0 days 00:01:13.344173913,0 days 00:01:10.151000,69,11,0,0,0,10.0,0,0,1.3333333333333333,12.0,13.8,156.0,146.0
2025,British Grand Prix,GAS,Alpine,6.0,8.0,0 days 00:01:48.054234042,0 days 00:01:30.751000,52,12,0,0,0,18.0,0,0,2.6666666666666665,11.333333333333334,12.4,181.0,163.0
2025,Hungarian Grand Prix,GAS,Alpine,19.0,0.0,0 days 00:01:23.588043478,0 days 00:01:21.433000,69,14,0,0,0,18.0,0,0,2.6666666666666665,12.666666666666666,12.2,206.0,188.0
